NOME_SUBTIPO_DE_CURSOS,CODIGO_CURSO,CURSO,EIXO_TECNOLOGICO,MODALIDADE,CARGA_HORARIA_CURSO,SITUACAO_ATIVO,CODIGO_UNIDADE_DE_ENSINO,UNIDADE_DE_ENSINO,UF,CODIGO_MUNICIPIO,MUNICIPIO,INICIO,DESISTENCIA,QTDADE_ALUNOS
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46790,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CARAZINHO/RS,RS,4304705,Carazinho,2021,0,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46823,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - uniasselvi - POLO DE APOIO PRESENCIAL DE ITACOATIARA/AM,AM,1301902,Itacoatiara,2022,1,20
Técnico,8,Técnico em Estética,Ambiente e Saúde,Educação Presencial,1200,a,46730,FACULDADE DAMA - campus principal,SC,4203808,Canoinhas,2024,1,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46870,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SANTO ÂNGELO/RS,RS,4317509,Santo Ângelo,2021,1,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46846,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE MONTES CLAROS/MG,MG,3143302,Montes Claros,2021,0,30
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,a,47003,FACULDADE TRÊS MARIAS (FTM) - ITAPORANGA (POLO EAD),PB,2507002,Itaporanga,2024,1,40
Técnico,64,Técnico em Transações Imobiliárias,Gestão e Negócios,Educação Presencial,800,a,47003,FACULDADE TRÊS MARIAS (FTM) - ITAPORANGA (POLO EAD),PB,2507002,Itaporanga,2024,1,20
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,a,50121,FACULDADES INTEGRADAS DE ARACRUZ-FAACZ,ES,3200607,Aracruz,2023,0,60
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,31707,UNIVERSIDADE DO OESTE PAULISTA - CAMPUS: CAMPUS I  SEDE ADMINISTRATIVA PRESIDENTE PRUDENTE - CAMPUS REITORIA,,3541406,Presidente Prudente,2023,2,20
Técnico,71,Técnico em Lazer,"Turismo, Hospitalidade e Lazer",Educação Presencial,800,a,24310,UNIVERSIDADE CIDADE DE SÃO PAULO - CAMPUS: UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID - POLO NA SEDE,SP,3550308,São Paulo,2024,5,20
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,24530,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE - CAMPUS: CAMPUS - CURITIBA - CAMPO COMPRIDO,PR,4106902,Curitiba,2023,2,20
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,a,50090,FACULDADE PITÁGORAS DE LONDRINA,PR,4113700,Londrina,2023,0,30
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,a,46490,FACULDADE FAMART - UNIDADE SEDE,MG,3133808,Itaúna,2024,0,50
Técnico,2,Técnico em Análises Clínicas,Ambiente e Saúde,Educação Presencial,1200,a,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo,2024,1,20
Técnico,1,Técnico em Agente Comunitário de Saúde,Ambiente e Saúde,Educação Presencial,1200,a,50111,CLARETIANO - CENTRO UNIVERSITÁRIO - CLARETIANO - CENTRO UNIVERSITÁRIO,SP,3543907,Rio Claro,2024,2,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,24565,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - POlo ULBRA PORTO ALEGRE,RS,4314902,Porto Alegre,2021,4,20
Técnico,232050,Técnico em Cuidados de Idosos,Ambiente e Saúde,EAD,800,a,25121,CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX - CAMPUS: UNIDADE SEDE,MG,3106200,Belo Horizonte,2024,0,60
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46874,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO BENTO DO UNA/PE,PE,2613008,São Bento do Una,2021,1,
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,24817,ULBRA CACHOEIRA DO SUL - POLO CACHOEIRA DO SUL,RS,4303004,Cachoeira do Sul,2021,1,10
Técnico,378709,TÉCNICO EM DEPENDÊNCIA QUÍMICA,Ambiente e Saúde,EAD,1200,a,50123,FACULDADE ICESP - UNIDADE ÁGUAS CLARAS,DF,5300108,Brasília,2024,0,20
Técnico,51,Técnico em Comércio,Gestão e Negócios,Educação Presencial,800,a,31769,Universidade Universus Veritas Guarulhos - Univeritas UNG - Guarulhos Centro,SP,3518800,Guarulhos,2024,0,30
Técnico,8,Técnico em Estética,Ambiente e Saúde,Educação Presencial,1200,a,50245,UNIVERSIDADE PARANAENSE (UNIPAR) - CASCAVEL,PR,4104808,Cascavel,2024,3,40
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,PR,4115200,Maringá,2023,0,20
Técnico,12,Técnico em Saúde Bucal,Ambiente e Saúde,Educação Presencial,1200,a,50212,FACULDADE SETE LAGOAS - FACSETE - Prédio Novo nº 86,MG,3167202,Sete Lagoas,2024,2,20
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,a,46568,UNIVERSIDADE DE MARÍLIA - UNIDADE SEDE,SP,3529005,Marília,2023,0,20
Graduação,304427,DESENVOLVIMENTO DE SISTEMAS,Informação e Comunicação,EAD,1200,t,30451,UNIVERSIDADE PITÁGORAS UNOPAR - LONDRINA/PR - PIZA - SEDE,PR,4113700,Londrina,2022,0,
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,a,24563,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - POLO SANTARÉM,PA,1506807,Santarém,2024,1,10
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46841,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE MARACAJU/MS,MS,5005400,Maracaju,2021,1,10
Técnico,58,Técnico em Qualidade,Gestão e Negócios,Educação Presencial,800,t,46818,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,SC,4207502,Indaial,2020,1,60
Técnico,8,Técnico em Estética,Ambiente e Saúde,Educação Presencial,1200,t,50274,FACULDADE TRÊS MARIAS - FTM - Faculdade Três Marias,PB,2507507,João Pessoa,2021,0,60
Técnico,27,Técnico em Segurança do Trabalho,Segurança,Educação Presencial,1200,a,46618,CENTRO UNIVERSITÁRIO IMEPAC - ARAGUARI - UNIDADE SEDE,MG,3103504,Araguari,2022,1,30
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46877,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO LEOPOLDO/RS,RS,4318705,São Leopoldo,2023,1,
Técnico,62,Técnico em Condomínio,Gestão e Negócios,Educação Presencial,800,a,46818,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,SC,4207502,Indaial,2024,1,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46895,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE VERANÓPOLIS/RS,RS,4322806,Veranópolis,2021,0,20
Técnico,56,Técnico em Logística,Gestão e Negócios,Educação Presencial,800,t,50086,FACULDADE HOLISTICA - FAHOL,PR,4106902,Curitiba,2023,1,30
Técnico,56,Técnico em Logística,Gestão e Negócios,Educação Presencial,800,t,50105,Centro Universitário de Tecnologia de Curitiba -  UNIFATEC - SEDE,PR,4106902,Curitiba,2023,1,30
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,31592,FACULDADE PROMOVE DE SETE LAGOAS - UNIDADE SEDE - CAMPUS SETE LAGOAS,MG,3167202,Sete Lagoas,2022,0,30
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46785,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (UNIASSELVI) - Polo de Apoio Presencial de Campos Novos/SC,SC,4203600,Campos Novos,2022,2,40
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46764,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ALEGRETE/RS,RS,4300406,Alegrete,2023,5,20
Técnico,60,Técnico em Secretariado,Gestão e Negócios,Educação Presencial,800,t,46818,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,SC,4207502,Indaial,2023,2,60
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,24602,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - POLO CARAZINHO,RS,4304705,Carazinho,2023,0,20
Técnico,141,Técnico em Design de Móveis,Produção Cultural e Design,Educação Presencial,800,t,50137,FACULDADE DE CIÊNCIAS HUMANAS ESUDA,,2611606,Recife,2023,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,31645,UNIVERSIDADE DE FRANCA - POLO NA SEDE,SP,3516200,Franca,2023,1,20
Técnico,23,Técnico em Radiologia,Ambiente e Saúde,Educação Presencial,1200,a,46532,FACULDADE DE CIÊNCIAS DO TOCANTINS - CAMPUS II,TO,1702109,Araguaína,2023,2,30
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,a,31939,FACULDADE ANHANGUERA DE ANÁPOLIS - FACULDADE ANHANGUERA DE ANáPOLIS - CAMPUS ANÁPOLIS,GO,5201108,Anápolis,2023,4,50
Técnico,74,Técnico em Informática para Internet,Informação e Comunicação,Educação Presencial,1000,a,46955,FACULDADE DESCOMPLICA  - campus principal,RJ,3304557,Rio de Janeiro,2023,0,20
Graduação,50,ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,50298,FACULDADE UNIFAMETRO MARACANAÚ - CAMPUS SEDE,CE,2307650,Maracanaú,2022,1,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,24824,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - POLO TORRES,RS,4321501,Torres,2021,,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,a,46876,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO JOAQUIM/SC,SC,4216503,São Joaquim,2023,1,60
Técnico,76,Técnico em Programação de Jogos Digitais,Informação e Comunicação,Educação Presencial,1000,a,47159,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA (UNIFOA) - CAMPUS - VOLTA REDONDA - TRÊS POÇOS,RJ,3306305,Volta Redonda,2023,0,
Técnico,28,Técnico em Vigilância em Saúde,Ambiente e Saúde,Educação Presencial,1200,a,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,PR,4115200,Maringá,2023,0,10
Técnico,232050,Técnico em Cuidados de Idosos,Ambiente e Saúde,EAD,800,a,50296,UNIVERSIDADE PARANAENSE - UNIPAR - GUAÍRA,PR,4108809,Guaíra,2023,0,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,31804,UNIVERSIDADE LA SALLE (UNILASALLE) - CANOAS SEDE,RS,4304606,Canoas,2021,3,30
Técnico,232033,Técnico em Computação Gráfica,Informação e Comunicação,EAD,1000,a,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo,2023,0,40
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,31513,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Mairinque/SP,SP,3528403,Mairinque,2021,2,20
Técnico,232050,Técnico em Cuidados de Idosos,Ambiente e Saúde,EAD,800,a,31645,UNIVERSIDADE DE FRANCA - POLO NA SEDE,SP,3516200,Franca,2023,0,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46842,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE MARINGÁ/PR,PR,4115200,Maringá,2021,0,20
Técnico,18,Técnico em Nutrição e Dietética,Ambiente e Saúde,Educação Presencial,1200,a,43426,CENTRO UNIVERSITÁRIO DO NORTE - uninorte - Unidade de Ensino XV,AM,1302603,Manaus,2023,1,
Técnico,76,Técnico em Programação de Jogos Digitais,Informação e Comunicação,Educação Presencial,1000,a,47098,CENTRO UNIVERSITÁRIO INTERNACIONAL UNINTER - PAP CURITIBA 05,PR,4106902,Curitiba,2023,1,10
Técnico,232050,Técnico em Cuidados de Idosos,Ambiente e Saúde,EAD,800,a,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,PR,4115200,Maringá,2023,1,10
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,31516,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Balneário Camboriú/SC,SC,4202008,Balneário Camboriú,2021,0,60
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,a,46769,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ARAQUARI/SC,SC,4201307,Araquari,2023,1,60
Técnico,8,Técnico em Estética,Ambiente e Saúde,Educação Presencial,1200,a,30825,Centro Universitário de Excelência (UNEX) - CAMPUS - FEIRA DE SANTANA - SIM,BA,2910800,Feira de Santana,2023,1,30
Técnico,34,TÉCNICO EM SECRETARIA ESCOLAR,Desenvolvimento Educacional e Social,Educação Presencial,800,t,50121,FACULDADES INTEGRADAS DE ARACRUZ-FAACZ,ES,3200607,Aracruz,2020,1,
Técnico,56,Técnico em Logística,Gestão e Negócios,Educação Presencial,800,t,46955,FACULDADE DESCOMPLICA  - campus principal,RJ,3304557,Rio de Janeiro,2020,0,20
Técnico,74,Técnico em Informática para Internet,Informação e Comunicação,Educação Presencial,1000,t,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,PR,4115200,Maringá,2020,1,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo,2021,1,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46802,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE ESTEIO/RS,RS,4307708,Esteio,2021,0,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46812,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE GUAÍBA/RS,RS,4309308,Guaíba,2021,2,30
Técnico,23,Técnico em Radiologia,Ambiente e Saúde,Educação Presencial,1200,t,24195,UNIVERSIDADE NOVE DE JULHO - CAMPUS: VILA MARIA,SP,3550308,São Paulo,2020,5,40
Graduação,43,Graduação em Mecânica,Controle e Processos Industriais,Educação Presencial,1200,a,46730,FACULDADE DAMA - campus principal,SC,4203808,Canoinhas,2020,2,20
Técnico,75,Técnico em Manutenção e Suporte em Informática,Informação e Comunicação,Educação Presencial,1000,t,31645,UNIVERSIDADE DE FRANCA - POLO NA SEDE,SP,3516200,Franca,2020,0,60
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,30451,UNIVERSIDADE PITÁGORAS UNOPAR - LONDRINA/PR - PIZA - SEDE,PR,4113700,Londrina,2022,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46857,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE PENTECOSTE/CE,CE,2310704,Pentecoste,2020,1,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,31485,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Campo Grande/MS - Unidade 1,MS,5002704,Campo Grande,2022,2,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,,4115200,Maringá,2020,4,30
Técnico,125,Técnico em Panificação,Produção Alimentícia,Educação Presencial,800,t,43426,CENTRO UNIVERSITÁRIO DO NORTE - uninorte - Unidade de Ensino XV,AM,1302603,Manaus,2020,0,50
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,31532,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Passo Fundo/RS,RS,4314100,Passo Fundo,2022,1,20
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,48835,FACULDADE AJES - AJES - Campus Principal,MT,5105150,Juína,2020,1,30
Técnico,60,Técnico em Secretariado,Gestão e Negócios,Educação Presencial,800,t,46451,CENTRO UNIVERSITÁRIO FAEL - UNIFAEL - CAMPUS LAPA BOQUEIRÃO,PR,4113205,Lapa,2020,0,20
Técnico,58,Técnico em Qualidade,Gestão e Negócios,Educação Presencial,800,t,46451,CENTRO UNIVERSITÁRIO FAEL - UNIFAEL - CAMPUS LAPA BOQUEIRÃO,PR,4113205,Lapa,2020,0,60
Técnico,8,Técnico em Estética,Ambiente e Saúde,Educação Presencial,1200,t,50141,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA - FSG - CAMPUS SEDE,RS,4305108,Caxias do Sul,2020,3,
Técnico,34,TÉCNICO EM SECRETARIA ESCOLAR,Desenvolvimento Educacional e Social,Educação Presencial,800,t,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,PR,4115200,Maringá,2020,0,10
Técnico,232050,Técnico em Cuidados de Idosos,Ambiente e Saúde,EAD,800,t,24530,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE - CAMPUS: CAMPUS - CURITIBA - CAMPO COMPRIDO,PR,4106902,Curitiba,2020,2,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,24673,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - POLO PALMAS,TO,1721000,Palmas,2021,0,30
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46856,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE PELOTAS/RS - UNIDADE 2,RS,4314407,Pelotas,2022,0,40
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46885,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SIDROLÂNDIA/MS,MS,5007901,Sidrolândia,2021,1,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,a,46814,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (UNIASSELVI) - Polo de Apoio Presencial de Herval d'Oeste/SC,SC,4206702,Herval d´Oeste,2022,1,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46893,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE TORRES/RS,RS,4321501,Torres,2020,1,20
Técnico,232050,Técnico em Cuidados de Idosos,Ambiente e Saúde,EAD,800,t,24959,UNIÃO DAS FACULDADES DOS GRANDES LAGOS - UNILAGO - CAMPUS SÃO JOSÉ DO RIO PRETO,SP,3549805,São José do Rio Preto,2020,0,
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46788,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CANOAS/RS - UNIDADE 2,RS,4304606,Canoas,2020,1,10
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46859,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE PINHAIS/PR,PR,4119152,Pinhais,2020,1,10
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,31645,UNIVERSIDADE DE FRANCA - POLO NA SEDE,SP,3516200,Franca,2023,1,60
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46809,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE GOIANÉSIA DO PARÁ/PA,PA,1503093,Goianésia do Pará,2020,0,60
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46873,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO BENTO DO SUL/SC,SC,4215802,São Bento do Sul,2020,1,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46780,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CACHOEIRINHA/RS,RS,4303103,Cachoeirinha,2021,1,
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46840,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE MANACAPURU/AM,AM,1302504,Manacapuru,2020,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46850,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE NOVA SERRANA/MG,MG,3145208,Nova Serrana,2020,2,15
Técnico,28,Técnico em Vigilância em Saúde,Ambiente e Saúde,Educação Presencial,1200,t,25121,CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX - CAMPUS: UNIDADE SEDE,MG,3106200,Belo Horizonte,2020,5,15
Técnico,378733,TÉCNICO EM GASTRONOMIA,"Turismo, Hospitalidade e Lazer",EAD,800,t,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,PR,4115200,Maringá,2020,2,
Técnico,10,TÉCNICO EM GERÊNCIA EM SAÚDE,Ambiente e Saúde,Educação Presencial,1200,t,31193,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS - LIBERDADE,SP,3550308,São Paulo,2020,0,20
Técnico,8,Técnico em Estética,Ambiente e Saúde,Educação Presencial,1200,t,24443,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: CAMPUS ANÁLIA FRANCO,SP,3550308,São Paulo,2020,0,30
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,a,31508,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL - PAULO AFONSO/BA - UNIDADE PAULO AFONSO,BA,2924009,Paulo Afonso,2020,1,30
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46779,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CABO FRIO/RJ,RJ,3300704,Cabo Frio,2020,2,30
Técnico,378733,TÉCNICO EM GASTRONOMIA,"Turismo, Hospitalidade e Lazer",EAD,800,t,31179,Centro Universitário CEUNI FAMETRO - SEDE - CAMPUS MANAUS,AM,1302603,Manaus,2020,4,40
Técnico,12,Técnico em Saúde Bucal,Ambiente e Saúde,Educação Presencial,1200,t,47159,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA (UNIFOA) - CAMPUS - VOLTA REDONDA - TRÊS POÇOS,RJ,3306305,Volta Redonda,2020,0,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,47098,CENTRO UNIVERSITÁRIO INTERNACIONAL UNINTER - PAP CURITIBA 05,PR,4106902,Curitiba,2021,1,60
Técnico,55,Técnico em Finanças,Gestão e Negócios,Educação Presencial,800,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo,2020,,20
Técnico,378709,TÉCNICO EM DEPENDÊNCIA QUÍMICA,Ambiente e Saúde,EAD,1200,t,50212,FACULDADE SETE LAGOAS - FACSETE - Prédio Novo nº 86,MG,3167202,Sete Lagoas,2020,1,20
Técnico,77,Técnico em Redes de Computadores,Informação e Comunicação,Educação Presencial,1000,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo,2020,0,20
Técnico,23,Técnico em Radiologia,Ambiente e Saúde,Educação Presencial,1200,t,46720,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO - UNESC - unidade sede,ES,3201506,Colatina,2020,0,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46784,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CAMPO MOURÃO/PR,PR,4104303,Campo Mourão,2021,0,50
Técnico,76,Técnico em Programação de Jogos Digitais,Informação e Comunicação,Educação Presencial,1000,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo,2020,3,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46845,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE MONTENEGRO/RS,RS,4312401,Montenegro,2021,0,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46818,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,SC,4207502,Indaial,2021,2,20
Técnico,75,Técnico em Manutenção e Suporte em Informática,Informação e Comunicação,Educação Presencial,1000,t,30451,UNIVERSIDADE PITÁGORAS UNOPAR - LONDRINA/PR - PIZA - SEDE,PR,4113700,Londrina,2020,0,60
Técnico,76,Técnico em Programação de Jogos Digitais,Informação e Comunicação,Educação Presencial,1000,t,24227,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU - CAMPUS: BLOCO B,PE,2611606,Recife,2020,0,
Técnico,56,Técnico em Logística,Gestão e Negócios,Educação Presencial,800,t,30451,UNIVERSIDADE PITÁGORAS UNOPAR - LONDRINA/PR - PIZA - SEDE,PR,4113700,Londrina,2020,1,10
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,EAD,800,t,46787,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CANGUÇU/RS,RS,4304507,Canguçu,2020,1,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46866,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE RIO GRANDE/RS,RS,4315602,Rio Grande,2020,1,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,47244,FACULDADE SAPIENS - PORTO VELHO,RO,1100205,Porto Velho,2021,0,40
